time_utc,total_production_active_power_kW
2024-04-08 23:30:00+00:00,0.0
2024-04-08 23:45:00+00:00,0.0
2024-04-09 00:00:00+00:00,0.0
2024-04-09 00:15:00+00:00,0.0
2024-04-09 00:30:00+00:00,0.0
2024-04-09 00:45:00+00:00,0.0
2024-04-09 01:00:00+00:00,0.0
2024-04-09 01:15:00+00:00,0.0
2024-04-09 01:30:00+00:00,0.0
2024-04-09 01:45:00+00:00,0.0
2024-04-09 02:00:00+00:00,0.0
2024-04-09 02:15:00+00:00,0.0
2024-04-09 02:30:00+00:00,0.0
2024-04-09 02:45:00+00:00,0.0
2024-04-09 03:00:00+00:00,0.0
2024-04-09 03:15:00+00:00,0.0
2024-04-09 03:30:00+00:00,0.0
2024-04-09 03:45:00+00:00,0.0
2024-04-09 04:00:00+00:00,0.0
2024-04-09 04:15:00+00:00,0.0
2024-04-09 04:30:00+00:00,0.0
2024-04-09 04:45:00+00:00,0.0
2024-04-09 05:00:00+00:00,0.0
2024-04-09 05:15:00+00:00,0.0
2024-04-09 05:30:00+00:00,0.0
2024-04-09 05:45:00+00:00,253.953338623047
2024-04-09 06:00:00+00:00,645.445556640625
2024-04-09 06:15:00+00:00,1185.38110351563
2024-04-09 06:30:00+00:00,1816.44995117188
2024-04-09 06:45:00+00:00,2463.27099609375
2024-04-09 07:00:00+00:00,3185.23120117188
2024-04-09 07:15:00+00:00,3848.55883789063
2024-04-09 07:30:00+00:00,4472.02880859375
2024-04-09 07:45:00+00:00,5078.64111328125
2024-04-09 08:00:00+00:00,5676.92578125
2024-04-09 08:15:00+00:00,6202.982421875
2024-04-09 08:30:00+00:00,6722.27783203125
2024-04-09 08:45:00+00:00,7150.1298828125
2024-04-09 09:00:00+00:00,7547.85546875
2024-04-09 09:15:00+00:00,7909.23779296875
2024-04-09 09:30:00+00:00,8194.03515625
2024-04-09 09:45:00+00:00,8505.2802734375
2024-04-09 10:00:00+00:00,8701.78515625
2024-04-09 10:15:00+00:00,8852.71875
2024-04-09 10:30:00+00:00,9054.8515625
2024-04-09 10:45:00+00:00,9186.7109375
2024-04-09 11:00:00+00:00,9363.927734375
2024-04-09 11:15:00+00:00,9528.5478515625
2024-04-09 11:30:00+00:00,9570.9384765625
2024-04-09 11:45:00+00:00,9636.76953125
2024-04-09 12:00:00+00:00,9657.7607421875
2024-04-09 12:15:00+00:00,9560.1396484375
2024-04-09 12:30:00+00:00,9373.2900390625
2024-04-09 12:45:00+00:00,9208.9970703125
2024-04-09 13:00:00+00:00,9046.92578125
2024-04-09 13:15:00+00:00,8820.8896484375
2024-04-09 13:30:00+00:00,8558.3291015625
2024-04-09 13:45:00+00:00,8251.126953125
2024-04-09 14:00:00+00:00,7930.943359375
2024-04-09 14:15:00+00:00,7553.58984375
2024-04-09 14:30:00+00:00,7164.06787109375
2024-04-09 14:45:00+00:00,6727.4189453125
2024-04-09 15:00:00+00:00,6229.0634765625
2024-04-09 15:15:00+00:00,5683.99755859375
2024-04-09 15:30:00+00:00,5113.59130859375
