# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2023-06-01T00:00:00.0
# Date end (ISO 8601): 2024-06-01T00:00:00.0
# Latitude (positive North, ISO 19115): 36.9000
# Longitude (positive East, ISO 19115): 21.7400
# Altitude (m): 171.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 1 day 0 h 0 min 0 s
# noValue: nan
# File generated on: 2025-05-03
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2023-09-11T00:00:00.0/2023-09-12T00:00:00.0;8970.6602;6783.5132;5890.3618;893.1511;9689.3857;6783.5132;5890.3618;893.1511;9689.3857;0.9851
2023-09-12T00:00:00.0/2023-09-13T00:00:00.0;8912.9863;6882.1338;6128.2524;753.8814;10258.8271;6882.1338;6128.2524;753.8814;10258.8271;0.9861
2023-09-13T00:00:00.0/2023-09-14T00:00:00.0;8854.9180;6702.5928;5864.0068;838.5856;9802.7744;6702.5928;5864.0068;838.5856;9802.7744;0.9816
2023-09-14T00:00:00.0/2023-09-15T00:00:00.0;8796.4102;6540.2891;5508.3760;1031.9130;9148.0820;6495.2725;5367.7119;1127.5607;8978.8984;0.9826
2023-09-15T00:00:00.0/2023-09-16T00:00:00.0;8737.5361;6398.8262;5210.6069;1188.2196;8540.8594;6359.0767;5120.9336;1238.1431;8197.1162;0.9833
2023-09-16T00:00:00.0/2023-09-17T00:00:00.0;8678.3066;6325.9106;5087.8545;1238.0560;8304.1133;6325.9106;5087.8545;1238.0560;8304.1133;0.9840
2023-09-17T00:00:00.0/2023-09-18T00:00:00.0;8618.7012;6192.7783;5014.1211;1178.6572;8270.5098;6192.7783;5014.1211;1178.6572;8270.5098;0.9795
2023-09-18T00:00:00.0/2023-09-19T00:00:00.0;8558.7207;6177.5796;4897.0698;1280.5095;8070.9082;6177.5796;4897.0698;1280.5095;8070.9082;0.9806
2023-09-19T00:00:00.0/2023-09-20T00:00:00.0;8498.4307;6174.9272;4891.3140;1283.6133;8075.3608;6062.7241;4598.4644;1464.2601;7701.4878;0.9812
2023-09-20T00:00:00.0/2023-09-21T00:00:00.0;8437.7998;5731.6514;3819.5557;1912.0956;6148.3936;5616.1719;3584.3926;2031.7794;5761.4053;0.9823
2023-09-21T00:00:00.0/2023-09-22T00:00:00.0;8376.8994;5553.5322;3540.0437;2013.4884;5581.2246;4436.4658;1577.0673;2859.3987;2674.9226;0.9830
2023-09-22T00:00:00.0/2023-09-23T00:00:00.0;8315.7373;5261.9048;2881.2117;2380.6931;4476.9941;5261.9048;2881.2117;2380.6931;4476.9941;0.9837
2023-09-23T00:00:00.0/2023-09-24T00:00:00.0;8254.2490;5445.2725;3341.5408;2103.7317;5340.1846;5445.2725;3341.5408;2103.7317;5340.1846;0.9847
2023-09-24T00:00:00.0/2023-09-25T00:00:00.0;8192.5645;5629.0708;3930.8420;1698.2288;6397.9009;4851.1621;2375.7217;2475.4404;3827.2131;0.9854
2023-09-25T00:00:00.0/2023-09-26T00:00:00.0;8130.5898;5832.5444;4604.3228;1228.2218;7837.2759;5807.2441;4559.4639;1247.7805;7720.6089;0.9865
2023-09-26T00:00:00.0/2023-09-27T00:00:00.0;8068.4912;5721.6880;4224.2173;1497.4708;7158.3960;3031.8579;795.0679;2236.7900;1760.3993;0.9816
2023-09-27T00:00:00.0/2023-09-28T00:00:00.0;8006.1016;5652.0845;4176.7637;1475.3208;7141.3979;2373.9846;340.4373;2033.5472;847.3068;0.9826
2023-09-28T00:00:00.0/2023-09-29T00:00:00.0;7943.5869;5639.3271;4392.5938;1246.7334;7651.6738;2934.4983;1308.4644;1626.0341;3011.8564;0.9833
2023-09-29T00:00:00.0/2023-09-30T00:00:00.0;7880.8535;5565.3574;4209.6646;1355.6926;7324.6294;4754.3618;3340.7158;1413.6460;5616.7227;0.9837
2023-09-30T00:00:00.0/2023-10-01T00:00:00.0;7818.0200;5519.4014;4139.5522;1379.8492;7159.2202;4763.2896;2932.2544;1831.0353;4841.9795;0.9802
2023-10-01T00:00:00.0/2023-10-02T00:00:00.0;7755.0039;5516.1025;4189.9272;1326.1754;7307.6592;5424.6001;4023.4988;1401.1016;6924.2412;0.9809
2023-10-02T00:00:00.0/2023-10-03T00:00:00.0;7691.9658;5408.7251;3920.8267;1487.8984;6828.6709;4560.5830;2533.2004;2027.3824;4816.5161;0.9812
2023-10-03T00:00:00.0/2023-10-04T00:00:00.0;7628.7510;5373.3853;3892.6868;1480.6985;6746.2588;5181.5278;3632.6960;1548.8319;6044.5981;0.9823
2023-10-04T00:00:00.0/2023-10-05T00:00:00.0;7565.5132;5412.5288;4067.2593;1345.2695;7208.4678;2477.1418;919.8292;1557.3126;2443.6611;0.9778
2023-10-05T00:00:00.0/2023-10-06T00:00:00.0;7502.1626;5308.0361;3906.1221;1401.9139;6938.6704;5173.8110;3601.7195;1572.0916;6492.1777;0.9788
2023-10-06T00:00:00.0/2023-10-07T00:00:00.0;7438.8330;5248.8589;3900.9321;1347.9269;6971.1157;5162.8008;3742.7053;1420.0955;6581.2090;0.9795
2023-10-07T00:00:00.0/2023-10-08T00:00:00.0;7375.4707;5030.0825;3351.4084;1678.6740;5910.5337;4154.6816;2181.8806;1972.8008;3868.7400;0.9854
2023-10-08T00:00:00.0/2023-10-09T00:00:00.0;7312.0884;5142.8521;3762.8479;1380.0042;6835.3853;5139.2671;3753.7964;1385.4707;6822.8228;0.9812
2023-10-09T00:00:00.0/2023-10-10T00:00:00.0;7248.7627;5155.5439;4051.3926;1104.1511;7434.9551;5155.5439;4051.3926;1104.1511;7434.9551;0.9816
2023-10-10T00:00:00.0/2023-10-11T00:00:00.0;7185.4971;4948.2056;3539.8630;1408.3425;6454.3125;4948.2056;3539.8630;1408.3425;6454.3125;0.9816
2023-10-11T00:00:00.0/2023-10-12T00:00:00.0;7122.3062;4838.1074;3309.3167;1528.7909;5966.7988;2415.7480;1037.5020;1378.2462;1994.1650;0.9819
2023-10-12T00:00:00.0/2023-10-13T00:00:00.0;7059.1626;5165.1680;4243.3340;921.8337;8021.1934;5045.5811;4026.1616;1019.4193;7546.0791;0.9823
2023-10-13T00:00:00.0/2023-10-14T00:00:00.0;6996.1914;5124.7910;4294.4097;830.3812;8261.5840;5124.7910;4294.4097;830.3812;8261.5840;0.9799
2023-10-14T00:00:00.0/2023-10-15T00:00:00.0;6933.3506;4946.9780;3920.1980;1026.7800;7489.4038;4414.5649;2693.7517;1720.8132;5183.5049;0.9806
2023-10-15T00:00:00.0/2023-10-16T00:00:00.0;6870.6436;4905.8516;3807.1941;1098.6576;7288.5708;4705.8926;3474.2744;1231.6183;6340.0337;0.9816
2023-10-16T00:00:00.0/2023-10-17T00:00:00.0;6808.1689;4798.2231;3663.5850;1134.6383;6999.0708;4798.2231;3663.5850;1134.6383;6999.0708;0.9826
2023-10-17T00:00:00.0/2023-10-18T00:00:00.0;6745.9014;4571.4180;3084.7913;1486.6267;5834.4951;3225.6958;1359.2274;1866.4684;2621.7029;0.9830
2023-10-18T00:00:00.0/2023-10-19T00:00:00.0;6683.8447;4624.7275;3394.1501;1230.5775;6615.5181;4249.4517;3019.2268;1230.2249;5660.2100;0.9840
2023-10-19T00:00:00.0/2023-10-20T00:00:00.0;6622.0923;4343.9780;2838.1787;1505.7991;5367.7173;4322.4761;2816.7815;1505.6946;5230.3643;0.9847
2023-10-20T00:00:00.0/2023-10-21T00:00:00.0;6560.6226;4519.9521;3250.8206;1269.1318;6264.7529;4519.9521;3250.8206;1269.1318;6264.7529;0.9851
2023-10-21T00:00:00.0/2023-10-22T00:00:00.0;6499.4331;4418.0742;3092.0286;1326.0454;5966.2554;4193.6021;2683.1921;1510.4100;5033.4985;0.9802
2023-10-22T00:00:00.0/2023-10-23T00:00:00.0;6438.6274;4113.0220;2429.4832;1683.5388;4608.0439;3811.5581;1938.5151;1873.0431;3653.3657;0.9806
2023-10-23T00:00:00.0/2023-10-24T00:00:00.0;6378.2192;4396.2095;3119.3010;1276.9083;6087.2622;4301.9346;3017.1611;1284.7737;5728.9297;0.9806
2023-10-24T00:00:00.0/2023-10-25T00:00:00.0;6318.1577;4211.8813;2747.7590;1464.1223;5319.2764;4211.8813;2747.7590;1464.1223;5319.2764;0.9809
2023-10-25T00:00:00.0/2023-10-26T00:00:00.0;6258.4741;3991.1189;2379.8052;1611.3138;4598.1865;2779.6111;660.2956;2119.3154;1275.8831;0.9812
2023-10-26T00:00:00.0/2023-10-27T00:00:00.0;6199.2686;3745.1902;1900.9220;1844.2682;3630.1191;2130.0081;420.7970;1709.2111;871.6106;0.9795
2023-10-27T00:00:00.0/2023-10-28T00:00:00.0;6140.5107;4301.9888;3245.2559;1056.7328;6616.3970;4081.3813;2797.2991;1284.0823;5743.1011;0.9802
2023-10-28T00:00:00.0/2023-10-29T00:00:00.0;6082.2427;4161.3848;2954.2485;1207.1361;6001.6382;3971.7129;2671.8538;1299.8591;5315.2109;0.9809
2023-10-29T00:00:00.0/2023-10-30T00:00:00.0;6024.4805;4234.0918;3272.2998;961.7921;6841.9736;4114.1636;3057.4956;1056.6680;6285.4424;0.9816
2023-10-30T00:00:00.0/2023-10-31T00:00:00.0;5967.2480;4197.3022;3300.5728;896.7295;6972.7256;4197.3022;3300.5728;896.7295;6972.7256;0.9823
2023-10-31T00:00:00.0/2023-11-01T00:00:00.0;5910.5347;4175.1055;3287.2485;887.8567;6975.9214;4101.9370;3092.9824;1008.9545;6658.1401;0.9833
2023-11-01T00:00:00.0/2023-11-02T00:00:00.0;5854.4419;3925.5173;2755.9001;1169.6171;5778.2090;3718.8149;2520.1902;1198.6248;5022.3071;0.9837
2023-11-02T00:00:00.0/2023-11-03T00:00:00.0;5798.9507;3834.3416;2534.6985;1299.6431;5364.3647;2764.4016;1104.9517;1659.4501;2242.6299;0.9840
2023-11-03T00:00:00.0/2023-11-04T00:00:00.0;5744.0859;3780.3035;2492.1897;1288.1139;5266.8760;3363.0547;1666.1555;1696.8990;3773.3667;0.9792
2023-11-04T00:00:00.0/2023-11-05T00:00:00.0;5689.8711;3386.0825;1676.5944;1709.4882;3538.4807;1494.3320;402.3966;1091.9354;1022.5959;0.9795
2023-11-05T00:00:00.0/2023-11-06T00:00:00.0;5636.3315;3963.3687;3000.4890;962.8797;6511.5410;2755.0938;1447.9226;1307.1711;3083.1401;0.9799
2023-11-06T00:00:00.0/2023-11-07T00:00:00.0;5583.4556;3880.9258;2814.1875;1066.7383;6136.8467;3685.5957;2667.7766;1017.8193;5610.2119;0.9806
2023-11-07T00:00:00.0/2023-11-08T00:00:00.0;5531.3418;3764.7876;2972.7700;792.0177;6567.3013;3764.7876;2972.7700;792.0177;6567.3013;0.9809
2023-11-08T00:00:00.0/2023-11-09T00:00:00.0;5479.9761;3684.5979;2617.9338;1066.6639;5716.6841;3676.0178;2606.0527;1069.9651;5666.7822;0.9788
2023-11-09T00:00:00.0/2023-11-10T00:00:00.0;5429.4258;3697.5259;2744.2141;953.3118;6059.8789;3470.1858;2492.7681;977.4178;5249.2812;0.9792
2023-11-10T00:00:00.0/2023-11-11T00:00:00.0;5379.6387;3399.0247;1982.5768;1416.4479;4298.3560;615.2117;32.9039;582.3079;131.5214;0.9799
2023-11-11T00:00:00.0/2023-11-12T00:00:00.0;5330.6733;3527.6980;2250.1570;1277.5409;4973.1606;2633.8284;1007.1658;1626.6627;2447.4919;0.9806
2023-11-12T00:00:00.0/2023-11-13T00:00:00.0;5282.5527;3711.7595;2948.3154;763.4442;6784.5186;3623.1621;2876.0500;747.1121;6400.2969;0.9812
2023-11-13T00:00:00.0/2023-11-14T00:00:00.0;5235.2998;3751.2932;3081.7764;669.5170;7201.0464;3603.1030;2815.8191;787.2839;6462.0815;0.9819
2023-11-14T00:00:00.0/2023-11-15T00:00:00.0;5188.9775;3701.2029;3029.3884;671.8143;7159.3833;3525.8621;2621.9348;903.9271;6294.2163;0.9823
2023-11-15T00:00:00.0/2023-11-16T00:00:00.0;5143.5474;3610.7646;2897.4021;713.3625;6856.8950;3605.7253;2890.0696;715.6557;6831.8115;0.9830
2023-11-16T00:00:00.0/2023-11-17T00:00:00.0;5099.0527;3675.2087;3026.8867;648.3221;7259.8013;3675.2087;3026.8867;648.3221;7259.8013;0.9837
2023-11-17T00:00:00.0/2023-11-18T00:00:00.0;5055.5132;3568.9763;2898.9441;670.0323;6916.2290;3500.6572;2796.6909;703.9662;6411.9766;0.9844
2023-11-18T00:00:00.0/2023-11-19T00:00:00.0;5013.0107;3591.1099;2839.8206;751.2894;6750.2148;3307.8171;2409.6855;898.1317;5748.2388;0.9795
2023-11-19T00:00:00.0/2023-11-20T00:00:00.0;4971.4707;3700.4875;3191.1157;509.3719;7925.0049;3690.8687;3170.9897;519.8790;7886.4385;0.9799
2023-11-20T00:00:00.0/2023-11-21T00:00:00.0;4930.9941;3505.3804;2909.7004;595.6800;7152.4712;3505.3804;2909.7004;595.6800;7152.4712;0.9802
2023-11-21T00:00:00.0/2023-11-22T00:00:00.0;4891.5347;3443.2659;2797.2031;646.0629;6896.6899;2801.8870;1422.3348;1379.5521;4059.2168;0.9806
2023-11-22T00:00:00.0/2023-11-23T00:00:00.0;4853.1714;3216.4841;2084.3447;1132.1394;4932.9927;1977.2743;403.7428;1573.5315;1189.3484;0.9809
2023-11-23T00:00:00.0/2023-11-24T00:00:00.0;4815.8687;3203.5637;2182.0042;1021.5596;5244.1636;2970.0891;1784.6298;1185.4594;4412.2173;0.9812
2023-11-24T00:00:00.0/2023-11-25T00:00:00.0;4779.6997;3103.0688;1971.6569;1131.4121;4721.6577;2356.6257;897.8938;1458.7319;2161.6907;0.9722
2023-11-25T00:00:00.0/2023-11-26T00:00:00.0;4744.6226;3230.2009;2246.4900;983.7107;5461.7847;2210.5386;948.7960;1261.7427;2128.2632;0.9781
2023-11-26T00:00:00.0/2023-11-27T00:00:00.0;4710.7168;3430.8630;2739.1770;691.6860;6928.5215;2165.9565;1221.2001;944.7564;2602.7595;0.9785
2023-11-27T00:00:00.0/2023-11-28T00:00:00.0;4677.9673;3355.7566;2692.8845;662.8723;6754.4692;2787.5244;1637.3004;1150.2240;4399.3618;0.9788
2023-11-28T00:00:00.0/2023-11-29T00:00:00.0;4646.3691;2970.8972;1601.5745;1369.3229;3810.9856;1006.1676;66.1105;940.0571;208.2921;0.9795
2023-11-29T00:00:00.0/2023-11-30T00:00:00.0;4615.9937;3072.0090;2055.1023;1016.9067;5008.2109;1187.2845;86.0392;1101.2452;391.5988;0.9799
2023-11-30T00:00:00.0/2023-12-01T00:00:00.0;4586.8203;3278.6882;2657.6082;621.0803;6891.8604;3278.6882;2657.6082;621.0803;6891.8604;0.9802
2023-12-01T00:00:00.0/2023-12-02T00:00:00.0;4558.8647;3176.0696;2571.0181;605.0514;6659.8701;3131.0427;2487.9543;643.0884;6442.3638;0.9806
2023-12-02T00:00:00.0/2023-12-03T00:00:00.0;4532.1206;2949.1846;1941.7437;1007.4408;4826.8140;2139.3801;646.2696;1493.1106;1889.2448;0.9812
2023-12-03T00:00:00.0/2023-12-04T00:00:00.0;4506.6597;2825.5701;1571.9573;1253.6128;3840.9836;1567.1644;238.9479;1328.2166;550.3165;0.9816
2023-12-04T00:00:00.0/2023-12-05T00:00:00.0;4482.4609;2725.6528;1537.3578;1188.2950;3759.5969;2202.3042;793.3571;1408.9470;1904.0139;0.9819
2023-12-05T00:00:00.0/2023-12-06T00:00:00.0;4459.5386;3071.3469;2436.6567;634.6902;6306.8726;1040.8523;91.8508;949.0015;329.3901;0.9823
2023-12-06T00:00:00.0/2023-12-07T00:00:00.0;4437.9048;3115.2573;2380.3745;734.8827;6204.7041;2130.5437;774.1478;1356.3958;1987.7627;0.9826
2023-12-07T00:00:00.0/2023-12-08T00:00:00.0;4417.5723;3006.1472;2145.9565;860.1909;5556.9399;1665.9116;507.1770;1158.7346;1605.1265;0.9830
2023-12-08T00:00:00.0/2023-12-09T00:00:00.0;4398.5977;3172.4624;2602.1873;570.2751;6952.6768;3162.9885;2584.5637;578.4249;6914.8521;0.9830
2023-12-09T00:00:00.0/2023-12-10T00:00:00.0;4380.9126;3107.2524;2512.2268;595.0258;6728.6328;1521.1400;174.5260;1346.6140;678.0802;0.9781
2023-12-10T00:00:00.0/2023-12-11T00:00:00.0;4364.5610;3032.0510;2404.9529;627.0983;6432.7212;2092.1453;901.2214;1190.9238;2470.4312;0.9785
2023-12-11T00:00:00.0/2023-12-12T00:00:00.0;4349.5508;3059.1516;2557.2993;501.8523;6906.2642;3035.3706;2523.5540;511.8166;6774.7598;0.9788
2023-12-12T00:00:00.0/2023-12-13T00:00:00.0;4335.8892;2960.1182;2204.1296;755.9885;5822.3584;2200.7476;1467.3054;733.4420;3591.8562;0.9792
2023-12-13T00:00:00.0/2023-12-14T00:00:00.0;4323.6826;2938.7329;2178.0259;760.7072;5783.9199;2244.6321;1168.0217;1076.6102;3281.2332;0.9788
2023-12-14T00:00:00.0/2023-12-15T00:00:00.0;4312.7720;2929.0242;2150.1060;778.9182;5679.6812;2536.7368;1437.1477;1099.5891;3911.0925;0.9792
2023-12-15T00:00:00.0/2023-12-16T00:00:00.0;4303.2290;2649.7983;1451.4810;1198.3175;3628.2244;1574.8011;326.6810;1248.1202;858.5206;0.9795
2023-12-16T00:00:00.0/2023-12-17T00:00:00.0;4295.1372;2982.1887;2282.8088;699.3798;6119.1392;1155.2064;405.2622;749.9442;1597.9813;0.9792
2023-12-17T00:00:00.0/2023-12-18T00:00:00.0;4288.3833;3095.5669;2621.4517;474.1152;7217.5317;3095.5669;2621.4517;474.1152;7217.5317;0.9795
2023-12-18T00:00:00.0/2023-12-19T00:00:00.0;4283.0054;3119.2363;2640.7258;478.5105;7257.0469;3119.2363;2640.7258;478.5105;7257.0469;0.9799
2023-12-19T00:00:00.0/2023-12-20T00:00:00.0;4279.1011;3077.7903;2615.8540;461.9362;7208.4922;3077.7903;2615.8540;461.9362;7208.4922;0.9795
2023-12-20T00:00:00.0/2023-12-21T00:00:00.0;4276.5308;2891.6746;2052.7473;838.9271;5493.2715;1694.2030;624.6595;1069.5433;1983.0657;0.9799
2023-12-21T00:00:00.0/2023-12-22T00:00:00.0;4275.4194;2920.6304;2262.9287;657.7016;6083.0591;2753.6311;1956.6244;797.0066;5360.9736;0.9795
2023-12-22T00:00:00.0/2023-12-23T00:00:00.0;4275.6606;2944.0945;2210.7266;733.3679;5914.4717;1755.8987;914.4831;841.4156;2571.2249;0.9799
2023-12-23T00:00:00.0/2023-12-24T00:00:00.0;4277.3579;2995.1396;2386.5667;608.5729;6462.7319;2995.1396;2386.5667;608.5729;6462.7319;0.9795
2023-12-24T00:00:00.0/2023-12-25T00:00:00.0;4280.4058;3007.1292;2388.8237;618.3054;6423.4629;2937.1045;2265.3376;671.7668;6091.2173;0.9799
2023-12-25T00:00:00.0/2023-12-26T00:00:00.0;4284.9194;2963.9202;2167.7290;796.1912;5734.8003;1780.6443;471.7030;1308.9413;1473.2739;0.9799
2023-12-26T00:00:00.0/2023-12-27T00:00:00.0;4290.7588;2922.1985;2077.0708;845.1278;5492.4268;1591.0229;241.0955;1349.9275;672.0093;0.9802
2023-12-27T00:00:00.0/2023-12-28T00:00:00.0;4298.0884;3012.5457;2406.7490;605.7966;6484.7383;3012.5457;2406.7490;605.7966;6484.7383;0.9795
2023-12-28T00:00:00.0/2023-12-29T00:00:00.0;4306.7993;3012.5112;2504.0100;508.5012;6815.8408;3012.5112;2504.0100;508.5012;6815.8408;0.9792
2023-12-29T00:00:00.0/2023-12-30T00:00:00.0;4316.8389;2928.4917;2237.0479;691.4438;5946.1372;2670.8220;1718.6249;952.1970;4813.5337;0.9795
2023-12-30T00:00:00.0/2023-12-31T00:00:00.0;4328.3550;2789.1926;1921.2206;867.9720;4996.7783;1389.9241;178.5550;1211.3690;551.4683;0.9792
2023-12-31T00:00:00.0/2024-01-01T00:00:00.0;4341.2485;2861.3242;2080.2690;781.0551;5429.4604;1779.6434;267.6940;1511.9493;872.5266;0.9788
2024-01-01T00:00:00.0/2024-01-02T00:00:00.0;4355.5181;2937.7573;2133.3569;804.4004;5596.8691;2882.4229;2044.3010;838.1218;5327.5962;0.9785
2024-01-02T00:00:00.0/2024-01-03T00:00:00.0;4371.1362;2885.0669;1956.5819;928.4851;5052.7812;1696.7047;166.7823;1529.9225;534.5438;0.9785
2024-01-03T00:00:00.0/2024-01-04T00:00:00.0;4388.1270;3000.0491;2155.0386;845.0104;5570.6792;2268.1711;995.9001;1272.2709;2465.4612;0.9785
2024-01-04T00:00:00.0/2024-01-05T00:00:00.0;4406.5195;2959.6499;1990.6941;968.9559;5152.5918;1504.6206;457.8236;1046.7970;1054.7802;0.9781
2024-01-05T00:00:00.0/2024-01-06T00:00:00.0;4426.2651;3130.4456;2537.7419;592.7037;6769.1357;2651.1636;1574.1106;1077.0531;4533.8076;0.9830
2024-01-06T00:00:00.0/2024-01-07T00:00:00.0;4447.3560;3072.0518;2335.5562;736.4956;5991.9028;3006.5022;2270.2073;736.2947;5670.5610;0.9826
2024-01-07T00:00:00.0/2024-01-08T00:00:00.0;4469.7832;3052.8096;1913.0807;1139.7290;4827.7827;1312.2338;304.9010;1007.3328;765.2990;0.9823
2024-01-08T00:00:00.0/2024-01-09T00:00:00.0;4493.5366;3084.5371;2074.5220;1010.0151;5158.4541;1163.5365;151.3061;1012.2304;511.5757;0.9819
2024-01-09T00:00:00.0/2024-01-10T00:00:00.0;4518.5747;3181.4729;2576.3074;605.1654;6693.2432;916.3895;255.4453;660.9442;1139.0383;0.9819
2024-01-10T00:00:00.0/2024-01-11T00:00:00.0;4544.9873;3306.8442;2825.0571;481.7872;7463.7222;3306.8442;2825.0571;481.7872;7463.7222;0.9816
2024-01-11T00:00:00.0/2024-01-12T00:00:00.0;4572.6631;3116.9587;2254.9529;862.0060;5701.1748;2242.5203;780.4487;1462.0717;1891.2445;0.9809
2024-01-12T00:00:00.0/2024-01-13T00:00:00.0;4601.6152;3167.1343;2407.9685;759.1656;6072.2285;1412.6327;432.8998;979.7328;858.1700;0.9806
2024-01-13T00:00:00.0/2024-01-14T00:00:00.0;4631.8291;3281.8335;2630.8247;651.0089;6749.5757;3189.4436;2463.9912;725.4525;6380.5068;0.9802
2024-01-14T00:00:00.0/2024-01-15T00:00:00.0;4663.2881;3338.9658;2594.2825;744.6833;6571.8594;1942.1730;773.2650;1168.9080;2219.3477;0.9799
2024-01-15T00:00:00.0/2024-01-16T00:00:00.0;4696.0142;3078.6787;1833.5619;1245.1167;4453.8315;442.7427;1.6030;441.1396;4.0136;0.9792
2024-01-16T00:00:00.0/2024-01-17T00:00:00.0;4729.9321;3289.9526;2518.1353;771.8173;6274.1182;2299.5518;709.9578;1589.5940;2105.8125;0.9788
2024-01-17T00:00:00.0/2024-01-18T00:00:00.0;4765.0435;3286.4424;2545.3005;741.1420;6353.1440;3186.6416;2346.5457;840.0960;5894.4224;0.9785
2024-01-18T00:00:00.0/2024-01-19T00:00:00.0;4801.3691;3171.2498;2094.8735;1076.3763;5031.8540;2250.0452;988.0831;1261.9622;2474.1265;0.9778
2024-01-19T00:00:00.0/2024-01-20T00:00:00.0;4838.8350;3415.4316;2670.0029;745.4288;6564.6387;2930.8748;1696.5941;1234.2805;4246.4062;0.9826
2024-01-20T00:00:00.0/2024-01-21T00:00:00.0;4877.4722;3142.9998;2125.3135;1017.6862;5012.4741;3007.9558;1876.6725;1131.2832;4384.0083;0.9823
2024-01-21T00:00:00.0/2024-01-22T00:00:00.0;4917.2534;3286.5400;2272.1455;1014.3946;5438.0317;510.3449;17.1336;493.2113;86.7917;0.9812
2024-01-22T00:00:00.0/2024-01-23T00:00:00.0;4958.0947;3638.2778;3068.3787;569.8992;7596.2251;3638.2778;3068.3787;569.8992;7596.2251;0.9809
2024-01-23T00:00:00.0/2024-01-24T00:00:00.0;5000.0742;3700.7188;3134.6482;566.0704;7779.1377;3687.7444;3112.1763;575.5681;7699.3750;0.9802
2024-01-24T00:00:00.0/2024-01-25T00:00:00.0;5043.1089;3680.7170;3080.9304;599.7867;7509.7031;3488.6470;2701.3982;787.2488;6713.2466;0.9795
2024-01-25T00:00:00.0/2024-01-26T00:00:00.0;5087.1768;3574.4348;2890.5862;683.8486;6981.8066;3574.4348;2890.5862;683.8486;6981.8066;0.9792
2024-01-26T00:00:00.0/2024-01-27T00:00:00.0;5132.2964;3741.3135;3166.0061;575.3076;7720.8960;3741.3135;3166.0061;575.3076;7720.8960;0.9837
2024-01-27T00:00:00.0/2024-01-28T00:00:00.0;5178.3853;3672.9788;2959.1309;713.8479;7043.6514;3639.3579;2878.1445;761.2133;6807.2300;0.9833
2024-01-28T00:00:00.0/2024-01-29T00:00:00.0;5225.5073;3735.1465;2956.1536;778.9931;6970.7061;2004.9894;784.9493;1220.0400;2275.4419;0.9826
2024-01-29T00:00:00.0/2024-01-30T00:00:00.0;5273.5874;3860.9431;3209.9954;650.9478;7587.6997;3670.2849;2863.4260;806.8589;6786.1919;0.9819
2024-01-30T00:00:00.0/2024-01-31T00:00:00.0;5322.6045;3984.3899;3441.2817;543.1083;8177.0298;3841.6179;3122.2561;719.3618;7590.5200;0.9812
2024-01-31T00:00:00.0/2024-02-01T00:00:00.0;5372.5142;3984.8455;3415.3467;569.4986;8045.6035;3984.8455;3415.3467;569.4986;8045.6035;0.9812
2024-02-01T00:00:00.0/2024-02-02T00:00:00.0;5423.3994;4102.3799;3536.0996;566.2803;8316.1641;4102.3799;3536.0996;566.2803;8316.1641;0.9799
2024-02-02T00:00:00.0/2024-02-03T00:00:00.0;5475.1206;3937.1897;3163.2385;773.9511;7228.3594;3901.7051;3103.4028;798.3023;7046.5425;0.9792
