# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2023-06-01T00:00:00.0
# Date end (ISO 8601): 2024-06-01T00:00:00.0
# Latitude (positive North, ISO 19115): 36.9000
# Longitude (positive East, ISO 19115): 21.7400
# Altitude (m): 171.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-05-03
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2023-07-23T01:00:00.0/2023-07-23T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-23T02:00:00.0/2023-07-23T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-23T03:00:00.0/2023-07-23T04:00:00.0;20.6918;5.5002;0.3022;5.1980;5.2330;5.5002;0.3022;5.1980;5.2330;0.8000
2023-07-23T04:00:00.0/2023-07-23T05:00:00.0;231.3206;102.6628;34.8911;67.7716;172.3199;102.6628;34.8911;67.7716;172.3199;0.9750
2023-07-23T05:00:00.0/2023-07-23T06:00:00.0;488.0466;288.8680;158.9331;129.9350;421.0449;288.8680;158.9331;129.9350;421.0449;1.0000
2023-07-23T06:00:00.0/2023-07-23T07:00:00.0;730.1163;490.4681;320.1102;170.3579;575.3674;490.4681;320.1102;170.3579;575.3674;1.0000
2023-07-23T07:00:00.0/2023-07-23T08:00:00.0;941.0214;673.6058;476.4058;197.1999;666.7209;673.6058;476.4058;197.1999;666.7209;1.0000
2023-07-23T08:00:00.0/2023-07-23T09:00:00.0;1106.3743;819.8055;605.0075;214.7980;721.0122;819.8055;605.0075;214.7980;721.0122;1.0000
2023-07-23T09:00:00.0/2023-07-23T10:00:00.0;1214.8898;918.5081;699.4161;219.0919;759.3303;918.5081;699.4161;219.0919;759.3303;1.0000
2023-07-23T10:00:00.0/2023-07-23T11:00:00.0;1259.1556;961.8005;750.9440;210.8565;786.8068;961.8005;750.9440;210.8565;786.8068;1.0000
2023-07-23T11:00:00.0/2023-07-23T12:00:00.0;1236.1384;944.7781;747.2451;197.5329;797.5392;944.7781;747.2451;197.5329;797.5392;1.0000
2023-07-23T12:00:00.0/2023-07-23T13:00:00.0;1147.3917;867.8409;683.1328;184.7082;785.2549;867.8409;683.1328;184.7082;785.2549;1.0000
2023-07-23T13:00:00.0/2023-07-23T14:00:00.0;998.9503;737.2735;565.4946;171.7789;746.1021;737.2735;565.4946;171.7789;746.1021;1.0000
2023-07-23T14:00:00.0/2023-07-23T15:00:00.0;800.9185;565.0808;412.3920;152.6888;677.3044;565.0808;412.3920;152.6888;677.3044;1.0000
2023-07-23T15:00:00.0/2023-07-23T16:00:00.0;566.7823;364.8388;237.4754;127.3634;546.2704;364.8388;237.4754;127.3634;546.2704;1.0000
2023-07-23T16:00:00.0/2023-07-23T17:00:00.0;312.4886;162.6838;77.9127;84.7711;307.9355;162.6838;77.9127;84.7711;307.9355;1.0000
2023-07-23T17:00:00.0/2023-07-23T18:00:00.0;65.2476;21.8027;3.7364;18.0663;36.0151;21.8027;3.7364;18.0663;36.0151;0.7833
2023-07-23T18:00:00.0/2023-07-23T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-23T19:00:00.0/2023-07-23T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-23T20:00:00.0/2023-07-23T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-23T21:00:00.0/2023-07-23T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-23T22:00:00.0/2023-07-23T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-23T23:00:00.0/2023-07-24T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-24T00:00:00.0/2023-07-24T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-24T01:00:00.0/2023-07-24T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-24T02:00:00.0/2023-07-24T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-24T03:00:00.0/2023-07-24T04:00:00.0;19.4587;5.7833;0.7512;5.0321;12.9244;5.7833;0.7512;5.0321;12.9244;0.8083
2023-07-24T04:00:00.0/2023-07-24T05:00:00.0;228.5171;116.1837;59.0616;57.1221;304.7981;116.1837;59.0616;57.1221;304.7981;0.9750
2023-07-24T05:00:00.0/2023-07-24T06:00:00.0;485.6275;316.1512;220.7424;95.4089;591.0671;316.1512;220.7424;95.4089;591.0671;1.0000
2023-07-24T06:00:00.0/2023-07-24T07:00:00.0;728.0680;522.6624;404.7834;117.8790;731.2225;522.6624;404.7834;117.8790;731.2225;1.0000
2023-07-24T07:00:00.0/2023-07-24T08:00:00.0;939.3045;705.5824;570.0776;135.5048;799.9741;705.5824;570.0776;135.5048;799.9741;1.0000
2023-07-24T08:00:00.0/2023-07-24T09:00:00.0;1104.9263;850.4699;701.9178;148.5520;837.9620;850.4699;701.9178;148.5520;837.9620;1.0000
2023-07-24T09:00:00.0/2023-07-24T10:00:00.0;1213.6294;944.3812;785.4857;158.8956;854.0038;944.3812;785.4857;158.8956;854.0038;1.0000
2023-07-24T10:00:00.0/2023-07-24T11:00:00.0;1257.9883;979.6394;812.7208;166.9186;852.5011;979.6394;812.7208;166.9186;852.5011;1.0000
2023-07-24T11:00:00.0/2023-07-24T12:00:00.0;1234.9626;954.5063;783.1351;171.3712;836.6940;954.5063;783.1351;171.3712;836.6940;1.0000
2023-07-24T12:00:00.0/2023-07-24T13:00:00.0;1146.1064;871.4281;697.6605;173.7676;802.8558;871.4281;697.6605;173.7676;802.8558;1.0000
2023-07-24T13:00:00.0/2023-07-24T14:00:00.0;997.4614;736.5220;564.5568;171.9652;745.8424;736.5220;564.5568;171.9652;745.8424;1.0000
2023-07-24T14:00:00.0/2023-07-24T15:00:00.0;799.1459;559.7686;399.1178;160.6508;656.4798;559.7686;399.1178;160.6508;656.4798;1.0000
2023-07-24T15:00:00.0/2023-07-24T16:00:00.0;564.6647;356.9539;221.1324;135.8215;509.9427;356.9539;221.1324;135.8215;509.9427;1.0000
2023-07-24T16:00:00.0/2023-07-24T17:00:00.0;309.9884;155.9842;68.0350;87.9492;268.9299;155.9842;68.0350;87.9492;268.9299;1.0000
2023-07-24T17:00:00.0/2023-07-24T18:00:00.0;63.2242;20.2157;2.7305;17.4851;26.6392;20.2157;2.7305;17.4851;26.6392;0.7917
2023-07-24T18:00:00.0/2023-07-24T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-24T19:00:00.0/2023-07-24T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-24T20:00:00.0/2023-07-24T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-24T21:00:00.0/2023-07-24T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-24T22:00:00.0/2023-07-24T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-24T23:00:00.0/2023-07-25T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-25T00:00:00.0/2023-07-25T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-25T01:00:00.0/2023-07-25T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-25T02:00:00.0/2023-07-25T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-25T03:00:00.0/2023-07-25T04:00:00.0;18.2466;4.9114;0.2893;4.6222;5.3016;4.9114;0.2893;4.6222;5.3016;0.8167
2023-07-25T04:00:00.0/2023-07-25T05:00:00.0;225.6819;103.2806;38.4210;64.8596;193.9748;103.2806;38.4210;64.8596;193.9748;0.9750
2023-07-25T05:00:00.0/2023-07-25T06:00:00.0;483.1838;294.8698;174.2591;120.6106;466.6490;294.8698;174.2591;120.6106;466.6490;1.0000
2023-07-25T06:00:00.0/2023-07-25T07:00:00.0;725.9988;501.3476;349.6014;151.7461;632.2032;501.3476;349.6014;151.7461;632.2032;1.0000
2023-07-25T07:00:00.0/2023-07-25T08:00:00.0;937.5668;688.6478;520.5361;168.1117;731.4276;688.6478;520.5361;168.1117;731.4276;1.0000
2023-07-25T08:00:00.0/2023-07-25T09:00:00.0;1103.4540;838.3190;663.3834;174.9356;792.9280;838.3190;663.3834;174.9356;792.9280;1.0000
2023-07-25T09:00:00.0/2023-07-25T10:00:00.0;1212.3378;937.5582;762.6826;174.8756;830.1394;937.5582;762.6826;174.8756;830.1394;1.0000
2023-07-25T10:00:00.0/2023-07-25T11:00:00.0;1256.7798;978.6157;808.5372;170.0785;849.0775;978.6157;808.5372;170.0785;849.0775;1.0000
2023-07-25T11:00:00.0/2023-07-25T12:00:00.0;1233.7338;959.1443;797.5953;161.5490;853.2362;959.1443;797.5953;161.5490;853.2362;1.0000
2023-07-25T12:00:00.0/2023-07-25T13:00:00.0;1144.7545;881.0032;727.8505;153.1527;838.9318;881.0032;727.8505;153.1527;838.9318;1.0000
2023-07-25T13:00:00.0/2023-07-25T14:00:00.0;995.8921;750.2023;605.9649;144.2374;802.3600;750.2023;605.9649;144.2374;802.3600;1.0000
2023-07-25T14:00:00.0/2023-07-25T15:00:00.0;797.2793;576.9916;446.8650;130.1266;737.8286;576.9916;446.8650;130.1266;737.8286;1.0000
2023-07-25T15:00:00.0/2023-07-25T16:00:00.0;562.4412;373.5749;260.4470;113.1279;604.0929;373.5749;260.4470;113.1279;604.0929;1.0000
2023-07-25T16:00:00.0/2023-07-25T17:00:00.0;307.3725;165.4831;85.1056;80.3774;341.3537;165.4831;85.1056;80.3774;341.3537;1.0000
2023-07-25T17:00:00.0/2023-07-25T18:00:00.0;61.1471;20.9516;3.8483;17.1034;38.1182;20.9516;3.8483;17.1034;38.1182;0.8000
2023-07-25T18:00:00.0/2023-07-25T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-25T19:00:00.0/2023-07-25T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-25T20:00:00.0/2023-07-25T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-25T21:00:00.0/2023-07-25T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-25T22:00:00.0/2023-07-25T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-25T23:00:00.0/2023-07-26T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-26T00:00:00.0/2023-07-26T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-26T01:00:00.0/2023-07-26T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-26T02:00:00.0/2023-07-26T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-26T03:00:00.0/2023-07-26T04:00:00.0;17.0967;4.3464;0.1818;4.1646;3.5790;4.3464;0.1818;4.1646;3.5790;0.8167
2023-07-26T04:00:00.0/2023-07-26T05:00:00.0;222.8162;91.5769;24.2292;67.3477;122.5273;91.5769;24.2292;67.3477;122.5273;0.9750
2023-07-26T05:00:00.0/2023-07-26T06:00:00.0;480.7163;262.0518;115.8879;146.1639;311.6069;262.0518;115.8879;146.1639;311.6069;1.0000
2023-07-26T06:00:00.0/2023-07-26T07:00:00.0;723.9092;454.1144;245.5576;208.5567;444.5795;454.1144;245.5576;208.5567;444.5795;1.0000
2023-07-26T07:00:00.0/2023-07-26T08:00:00.0;935.8084;635.5555;384.3789;251.1765;540.9115;635.5555;384.3789;251.1765;540.9115;1.0000
2023-07-26T08:00:00.0/2023-07-26T09:00:00.0;1101.9570;781.3505;501.0223;280.3282;599.7169;781.3505;501.0223;280.3282;599.7169;1.0000
2023-07-26T09:00:00.0/2023-07-26T10:00:00.0;1211.0143;876.3276;575.2250;301.1026;626.9590;876.3276;575.2250;301.1026;626.9590;1.0000
2023-07-26T10:00:00.0/2023-07-26T11:00:00.0;1255.5293;912.1946;597.3371;314.8575;628.0510;912.1946;597.3371;314.8575;628.0510;1.0000
2023-07-26T11:00:00.0/2023-07-26T12:00:00.0;1232.4507;887.1888;568.2498;318.9391;608.5388;887.1888;568.2498;318.9391;608.5388;1.0000
2023-07-26T12:00:00.0/2023-07-26T13:00:00.0;1143.3351;800.4918;487.7752;312.7166;562.6350;800.4918;487.7752;312.7166;562.6350;1.0000
2023-07-26T13:00:00.0/2023-07-26T14:00:00.0;994.2414;659.3958;367.3054;292.0905;486.3401;659.3958;367.3054;292.0905;486.3401;1.0000
2023-07-26T14:00:00.0/2023-07-26T15:00:00.0;795.3181;480.2350;229.7023;250.5327;378.3774;480.2350;229.7023;250.5327;378.3774;1.0000
2023-07-26T15:00:00.0/2023-07-26T16:00:00.0;560.1113;289.1649;106.9893;182.1756;247.0529;289.1649;106.9893;182.1756;247.0529;1.0000
2023-07-26T16:00:00.0/2023-07-26T17:00:00.0;304.6408;118.6767;25.2689;93.4078;99.1151;118.6767;25.2689;93.4078;99.1151;1.0000
2023-07-26T17:00:00.0/2023-07-26T18:00:00.0;59.0223;14.9448;0.7217;14.2231;7.5230;14.9448;0.7217;14.2231;7.5230;0.8083
2023-07-26T18:00:00.0/2023-07-26T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-26T19:00:00.0/2023-07-26T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-26T20:00:00.0/2023-07-26T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-26T21:00:00.0/2023-07-26T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-26T22:00:00.0/2023-07-26T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-26T23:00:00.0/2023-07-27T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-27T00:00:00.0/2023-07-27T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-27T01:00:00.0/2023-07-27T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-27T02:00:00.0/2023-07-27T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-27T03:00:00.0/2023-07-27T04:00:00.0;15.9489;5.2660;1.5335;3.7326;30.2321;5.2660;1.5335;3.7326;30.2321;0.8250
2023-07-27T04:00:00.0/2023-07-27T05:00:00.0;219.9212;121.5186;78.0376;43.4810;431.1441;121.5186;78.0376;43.4810;431.1441;0.9750
2023-07-27T05:00:00.0/2023-07-27T06:00:00.0;478.2259;323.0435;249.3948;73.6487;681.5569;323.0435;249.3948;73.6487;681.5569;1.0000
2023-07-27T06:00:00.0/2023-07-27T07:00:00.0;721.7994;528.9987;435.9300;93.0686;795.2734;528.9987;435.9300;93.0686;795.2734;1.0000
2023-07-27T07:00:00.0/2023-07-27T08:00:00.0;934.0291;712.8702;605.7371;107.1331;855.4871;712.8702;605.7371;107.1331;855.4871;1.0000
2023-07-27T08:00:00.0/2023-07-27T09:00:00.0;1100.4349;858.8436;741.0641;117.7796;888.8882;858.8436;741.0641;117.7796;888.8882;1.0000
2023-07-27T09:00:00.0/2023-07-27T10:00:00.0;1209.6581;956.2786;836.9066;119.3719;913.3452;956.2786;836.9066;119.3719;913.3452;1.0000
2023-07-27T10:00:00.0/2023-07-27T11:00:00.0;1254.2360;997.4566;885.6865;111.7702;932.3658;997.4566;885.6865;111.7702;932.3658;1.0000
2023-07-27T11:00:00.0/2023-07-27T12:00:00.0;1231.1125;978.1576;876.2727;101.8849;939.8071;978.1576;876.2727;101.8849;939.8071;1.0000
2023-07-27T12:00:00.0/2023-07-27T13:00:00.0;1141.8469;900.2098;806.3868;93.8230;932.3085;900.2098;806.3868;93.8230;932.3085;1.0000
2023-07-27T13:00:00.0/2023-07-27T14:00:00.0;992.5083;769.6285;682.2132;87.4153;907.0753;769.6285;682.2132;87.4153;907.0753;1.0000
2023-07-27T14:00:00.0/2023-07-27T15:00:00.0;793.2615;596.7656;518.1060;78.6596;860.9868;596.7656;518.1060;78.6596;860.9868;1.0000
2023-07-27T15:00:00.0/2023-07-27T16:00:00.0;557.6747;395.9137;329.1401;66.7736;774.9014;395.9137;329.1401;66.7736;774.9014;1.0000
2023-07-27T16:00:00.0/2023-07-27T17:00:00.0;301.7934;187.7469;139.9178;47.8291;592.6730;187.7469;139.9178;47.8291;592.6730;1.0000
2023-07-27T17:00:00.0/2023-07-27T18:00:00.0;56.8933;25.1612;13.1016;12.0597;149.2227;25.1612;13.1016;12.0597;149.2227;0.8083
2023-07-27T18:00:00.0/2023-07-27T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-27T19:00:00.0/2023-07-27T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-27T20:00:00.0/2023-07-27T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-27T21:00:00.0/2023-07-27T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-27T22:00:00.0/2023-07-27T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-27T23:00:00.0/2023-07-28T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-28T00:00:00.0/2023-07-28T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-28T01:00:00.0/2023-07-28T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-28T02:00:00.0/2023-07-28T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-28T03:00:00.0/2023-07-28T04:00:00.0;14.8279;4.6976;1.1666;3.5309;23.5188;4.6976;1.1666;3.5309;23.5188;0.8333
2023-07-28T04:00:00.0/2023-07-28T05:00:00.0;216.9979;116.4222;71.1818;45.2404;395.0741;116.4222;71.1818;45.2404;395.0741;0.8500
2023-07-28T05:00:00.0/2023-07-28T06:00:00.0;475.7130;314.9608;237.1931;77.7678;651.1840;314.9608;237.1931;77.7678;651.1840;1.0000
2023-07-28T06:00:00.0/2023-07-28T07:00:00.0;719.6698;519.3049;421.7966;97.5083;771.6492;519.3049;421.7966;97.5083;771.6492;1.0000
2023-07-28T07:00:00.0/2023-07-28T08:00:00.0;932.2288;702.9738;592.4846;110.4892;838.4596;702.9738;592.4846;110.4892;838.4596;1.0000
2023-07-28T08:00:00.0/2023-07-28T09:00:00.0;1098.8872;849.0057;729.5327;119.4731;876.4372;849.0057;729.5327;119.4731;876.4372;1.0000
2023-07-28T09:00:00.0/2023-07-28T10:00:00.0;1208.2684;944.3608;816.0364;128.3244;891.9011;944.3608;816.0364;128.3244;891.9011;1.0000
2023-07-28T10:00:00.0/2023-07-28T11:00:00.0;1252.8988;981.3940;843.8104;137.5836;889.4414;981.3940;843.8104;137.5836;889.4414;1.0000
2023-07-28T11:00:00.0/2023-07-28T12:00:00.0;1229.7181;958.1059;814.1053;144.0006;874.2222;958.1059;814.1053;144.0006;874.2222;1.0000
2023-07-28T12:00:00.0/2023-07-28T13:00:00.0;1140.2893;877.7556;735.0281;142.7274;851.0782;877.7556;735.0281;142.7274;851.0782;1.0000
2023-07-28T13:00:00.0/2023-07-28T14:00:00.0;990.6921;746.5082;613.1047;133.4035;816.6401;746.5082;613.1047;133.4035;816.6401;1.0000
2023-07-28T14:00:00.0/2023-07-28T15:00:00.0;791.1091;573.2100;453.8045;119.4055;755.7422;573.2100;453.8045;119.4055;755.7422;1.0000
2023-07-28T15:00:00.0/2023-07-28T16:00:00.0;555.1312;372.4624;272.8494;99.6131;643.4014;372.4624;272.8494;99.6131;643.4014;1.0000
2023-07-28T16:00:00.0/2023-07-28T17:00:00.0;298.8305;167.7591;100.4434;67.3157;421.3695;167.7591;100.4434;67.3157;421.3695;1.0000
2023-07-28T17:00:00.0/2023-07-28T18:00:00.0;54.7039;20.2646;6.1893;14.0752;67.7094;20.2646;6.1893;14.0752;67.7094;0.8167
2023-07-28T18:00:00.0/2023-07-28T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-28T19:00:00.0/2023-07-28T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-28T20:00:00.0/2023-07-28T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-28T21:00:00.0/2023-07-28T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-28T22:00:00.0/2023-07-28T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-28T23:00:00.0/2023-07-29T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-29T00:00:00.0/2023-07-29T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-29T01:00:00.0/2023-07-29T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-29T02:00:00.0/2023-07-29T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-07-29T03:00:00.0/2023-07-29T04:00:00.0;13.7353;3.9992;0.5173;3.4819;10.3528;3.9992;0.5173;3.4819;10.3528;0.8417
2023-07-29T04:00:00.0/2023-07-29T05:00:00.0;214.0470;109.0941;57.4385;51.6557;314.4399;109.0941;57.4385;51.6557;314.4399;0.8500
2023-07-29T05:00:00.0/2023-07-29T06:00:00.0;473.1779;306.8495;216.2104;90.6392;595.1486;306.8495;216.2104;90.6392;595.1486;1.0000
2023-07-29T06:00:00.0/2023-07-29T07:00:00.0;717.5199;513.2062;400.4749;112.7313;734.4944;513.2062;400.4749;112.7313;734.4944;1.0000
2023-07-29T07:00:00.0/2023-07-29T08:00:00.0;930.4069;699.3079;573.3851;125.9228;813.0157;699.3079;573.3851;125.9228;813.0157;1.0000
2023-07-29T08:00:00.0/2023-07-29T09:00:00.0;1097.3130;847.6050;713.7153;133.8896;858.7848;847.6050;713.7153;133.8896;858.7848;1.0000
2023-07-29T09:00:00.0/2023-07-29T10:00:00.0;1206.8444;946.2311;811.4651;134.7660;888.0412;946.2311;811.4651;134.7660;888.0412;1.0000
2023-07-29T10:00:00.0/2023-07-29T11:00:00.0;1251.5167;987.3463;858.1914;129.1549;905.7922;987.3463;858.1914;129.1549;905.7922;1.0000
2023-07-29T11:00:00.0/2023-07-29T12:00:00.0;1228.2665;967.7382;847.3532;120.3849;911.2974;967.7382;847.3532;120.3849;911.2974;1.0000
2023-07-29T12:00:00.0/2023-07-29T13:00:00.0;1138.6611;889.0264;776.1191;112.9073;900.1798;889.0264;776.1191;112.9073;900.1798;1.0000
2023-07-29T13:00:00.0/2023-07-29T14:00:00.0;988.7922;757.3367;650.7543;106.5825;868.7524;757.3367;650.7543;106.5825;868.7524;1.0000
2023-07-29T14:00:00.0/2023-07-29T15:00:00.0;788.8606;583.3399;486.3699;96.9700;812.7380;583.3399;486.3699;96.9700;812.7380;1.0000
2023-07-29T15:00:00.0/2023-07-29T16:00:00.0;552.4808;381.5879;299.0091;82.5788;709.6545;381.5879;299.0091;82.5788;709.6545;1.0000
