# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2023-06-01T00:00:00.0
# Date end (ISO 8601): 2024-06-01T00:00:00.0
# Latitude (positive North, ISO 19115): 36.9000
# Longitude (positive East, ISO 19115): 21.7400
# Altitude (m): 171.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
# File generated on: 2025-05-03
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2023-06-06T08:00:00.0/2023-06-06T09:00:00.0;1144.9620;872.3719;702.5242;169.8476;811.1002;849.2680;641.4663;207.8017;737.5468;1.0000
2023-06-06T09:00:00.0/2023-06-06T10:00:00.0;1243.9181;961.8945;787.8990;173.9955;837.5735;961.8945;787.8990;173.9955;837.5735;1.0000
2023-06-06T10:00:00.0/2023-06-06T11:00:00.0;1278.9387;993.9842;819.6711;174.3130;847.5587;993.9842;819.6711;174.3130;847.5587;1.0000
2023-06-06T11:00:00.0/2023-06-06T12:00:00.0;1247.6460;966.6625;795.9921;170.6705;843.6606;966.6625;795.9921;170.6705;843.6606;1.0000
2023-06-06T12:00:00.0/2023-06-06T13:00:00.0;1152.1820;880.2944;713.4349;166.8595;818.4798;879.6371;711.7666;167.8705;816.4530;1.0000
2023-06-06T13:00:00.0/2023-06-06T14:00:00.0;999.0620;741.6967;580.7001;160.9965;767.6938;729.5107;549.9982;179.5126;729.2292;1.0000
2023-06-06T14:00:00.0/2023-06-06T15:00:00.0;798.7292;563.7946;416.4716;147.3231;687.2007;543.2729;380.0503;163.2226;622.0939;1.0000
2023-06-06T15:00:00.0/2023-06-06T16:00:00.0;564.8431;362.4571;239.8264;122.6307;555.3547;330.3372;192.3040;138.0332;448.7989;1.0000
2023-06-06T16:00:00.0/2023-06-06T17:00:00.0;313.3464;163.6407;83.8865;79.7542;335.1660;150.9654;70.7544;80.2110;280.9214;1.0000
2023-06-06T17:00:00.0/2023-06-06T18:00:00.0;69.0051;23.5445;5.7654;17.7791;57.4514;23.5445;5.7654;17.7791;57.4514;0.9083
2023-06-06T18:00:00.0/2023-06-06T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-06T19:00:00.0/2023-06-06T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-06T20:00:00.0/2023-06-06T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-06T21:00:00.0/2023-06-06T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-06T22:00:00.0/2023-06-06T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-06T23:00:00.0/2023-06-07T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-07T00:00:00.0/2023-06-07T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-07T01:00:00.0/2023-06-07T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-07T02:00:00.0/2023-06-07T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-07T03:00:00.0/2023-06-07T04:00:00.0;58.8694;18.0981;3.0857;15.0124;33.3363;10.3941;0.0015;10.3926;0.0165;0.6583
2023-06-07T04:00:00.0/2023-06-07T05:00:00.0;298.8629;140.8383;56.5087;84.3296;234.1110;98.0800;8.4745;89.6056;30.9433;0.9750
2023-06-07T05:00:00.0/2023-06-07T06:00:00.0;550.8242;326.8376;177.8409;148.9967;421.2623;130.7929;13.3970;117.3958;37.5352;1.0000
2023-06-07T06:00:00.0/2023-06-07T07:00:00.0;786.1373;521.5779;323.9598;197.6181;542.5835;313.0957;50.9671;262.1286;81.5151;1.0000
2023-06-07T07:00:00.0/2023-06-07T08:00:00.0;988.7729;696.0221;463.6519;232.3702;619.0601;295.2146;16.8507;278.3639;23.3939;1.0000
2023-06-07T08:00:00.0/2023-06-07T09:00:00.0;1144.9287;832.1989;575.8849;256.3140;664.6951;421.4052;109.1866;312.2186;124.7468;1.0000
2023-06-07T09:00:00.0/2023-06-07T10:00:00.0;1243.9700;917.4304;643.9943;273.4361;684.4139;462.5522;50.8394;411.7128;53.7026;1.0000
2023-06-07T10:00:00.0/2023-06-07T11:00:00.0;1279.1548;945.1461;660.2630;284.8831;682.4282;350.7874;15.3773;335.4100;15.9157;1.0000
2023-06-07T11:00:00.0/2023-06-07T12:00:00.0;1248.0934;913.6959;625.5654;288.1304;662.5223;341.3862;8.9509;332.4354;9.4135;1.0000
2023-06-07T12:00:00.0/2023-06-07T13:00:00.0;1152.9117;824.5088;541.1747;283.3341;620.0596;275.3729;2.6711;272.7018;3.0567;1.0000
2023-06-07T13:00:00.0/2023-06-07T14:00:00.0;1000.1050;684.4963;417.3330;267.1633;550.4403;264.9773;6.4384;258.5389;8.3232;1.0000
2023-06-07T14:00:00.0/2023-06-07T15:00:00.0;800.0948;507.0315;275.3247;231.7068;452.2686;135.0873;0.4577;134.6296;0.7447;1.0000
2023-06-07T15:00:00.0/2023-06-07T16:00:00.0;566.5180;312.7571;138.4618;174.2953;317.5407;210.3602;28.3697;181.9905;71.5130;1.0000
2023-06-07T16:00:00.0/2023-06-07T17:00:00.0;315.2958;133.7622;38.1883;95.5740;148.3232;129.8309;34.7339;95.0970;136.5853;1.0000
2023-06-07T17:00:00.0/2023-06-07T18:00:00.0;70.6402;19.4840;1.8599;17.6241;18.0262;19.4840;1.8599;17.6241;18.0262;0.8917
2023-06-07T18:00:00.0/2023-06-07T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-07T19:00:00.0/2023-06-07T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-07T20:00:00.0/2023-06-07T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-07T21:00:00.0/2023-06-07T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-07T22:00:00.0/2023-06-07T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-07T23:00:00.0/2023-06-08T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-08T00:00:00.0/2023-06-08T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-08T01:00:00.0/2023-06-08T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-08T02:00:00.0/2023-06-08T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-08T03:00:00.0/2023-06-08T04:00:00.0;59.2632;16.0387;1.4787;14.5600;15.6708;1.8599;0.0000;1.8599;0.0000;0.6583
2023-06-08T04:00:00.0/2023-06-08T05:00:00.0;299.2116;124.9954;35.4507;89.5447;144.2336;29.1316;0.1234;29.0082;0.3889;0.9750
2023-06-08T05:00:00.0/2023-06-08T06:00:00.0;550.9525;300.0230;131.4045;168.6185;309.7476;224.0696;40.3217;183.7480;91.4505;1.0000
2023-06-08T06:00:00.0/2023-06-08T07:00:00.0;786.1146;491.4031;262.2945;229.1087;438.4095;377.1486;79.9284;297.2202;133.2504;1.0000
2023-06-08T07:00:00.0/2023-06-08T08:00:00.0;988.6788;667.4855;398.2941;269.1915;531.3218;605.8707;267.8646;338.0061;352.3893;1.0000
2023-06-08T08:00:00.0/2023-06-08T09:00:00.0;1144.8473;807.0332;514.0340;292.9992;593.0146;751.1408;394.5288;356.6120;455.9936;1.0000
2023-06-08T09:00:00.0/2023-06-08T10:00:00.0;1243.9839;896.8770;591.5056;305.3715;628.3829;809.3184;395.4871;413.8313;421.8015;1.0000
2023-06-08T10:00:00.0/2023-06-08T11:00:00.0;1279.3398;929.8048;621.3669;308.4379;641.9630;923.2674;607.2530;316.0144;627.3259;1.0000
2023-06-08T11:00:00.0/2023-06-08T12:00:00.0;1248.5133;903.7070;601.8816;301.8254;637.1174;877.2448;545.3463;331.8985;576.8083;1.0000
2023-06-08T12:00:00.0/2023-06-08T13:00:00.0;1153.6135;825.8952;552.2326;273.6626;632.7529;785.9200;478.2800;307.6400;548.8815;1.0000
2023-06-08T13:00:00.0/2023-06-08T14:00:00.0;1001.1159;703.5229;475.9637;227.5592;628.1432;703.5229;475.9637;227.5592;628.1432;1.0000
2023-06-08T14:00:00.0/2023-06-08T15:00:00.0;801.4206;542.8098;363.7408;179.0690;598.8965;542.8098;363.7408;179.0690;598.8965;1.0000
2023-06-08T15:00:00.0/2023-06-08T16:00:00.0;568.1422;353.1012;218.4506;134.6506;502.4106;353.1012;218.4506;134.6506;502.4106;1.0000
2023-06-08T16:00:00.0/2023-06-08T17:00:00.0;317.1814;159.8748;75.0734;84.8014;295.6607;159.8748;75.0734;84.8014;295.6607;1.0000
2023-06-08T17:00:00.0/2023-06-08T18:00:00.0;72.1933;23.8237;5.0366;18.7871;48.7296;23.8237;5.0366;18.7871;48.7296;0.8917
2023-06-08T18:00:00.0/2023-06-08T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-08T19:00:00.0/2023-06-08T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-08T20:00:00.0/2023-06-08T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-08T21:00:00.0/2023-06-08T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-08T22:00:00.0/2023-06-08T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-08T23:00:00.0/2023-06-09T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-09T00:00:00.0/2023-06-09T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-09T01:00:00.0/2023-06-09T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-09T02:00:00.0/2023-06-09T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-09T03:00:00.0/2023-06-09T04:00:00.0;59.5788;20.1989;4.9953;15.2037;53.5403;20.1989;4.9953;15.2037;53.5403;0.6583
2023-06-09T04:00:00.0/2023-06-09T05:00:00.0;299.4570;155.3791;80.5199;74.8592;335.7958;155.3791;80.5199;74.8592;335.7958;0.9750
2023-06-09T05:00:00.0/2023-06-09T06:00:00.0;550.9921;349.6122;230.5648;119.0475;547.1652;349.6122;230.5648;119.0475;547.1652;1.0000
2023-06-09T06:00:00.0/2023-06-09T07:00:00.0;786.0181;547.4717;400.6654;146.8062;671.2983;547.4717;400.6654;146.8062;671.2983;1.0000
2023-06-09T07:00:00.0/2023-06-09T08:00:00.0;988.5251;723.7885;560.9628;162.8257;748.9615;723.7885;560.9628;162.8257;748.9615;1.0000
2023-06-09T08:00:00.0/2023-06-09T09:00:00.0;1144.7186;861.8665;690.3983;171.4682;796.6348;861.8665;690.3983;171.4682;796.6348;1.0000
2023-06-09T09:00:00.0/2023-06-09T10:00:00.0;1243.9607;950.7792;774.9766;175.8025;823.1576;950.7792;774.9766;175.8025;823.1576;1.0000
2023-06-09T10:00:00.0/2023-06-09T11:00:00.0;1279.4946;983.6572;806.6409;177.0162;833.0676;983.1700;805.0629;178.1071;831.4334;1.0000
2023-06-09T11:00:00.0/2023-06-09T12:00:00.0;1248.9060;957.7761;783.4848;174.2913;828.9142;948.4669;753.3496;195.1173;797.5157;1.0000
2023-06-09T12:00:00.0/2023-06-09T13:00:00.0;1154.2872;876.1362;712.2172;163.9191;815.1681;876.1362;712.2172;163.9191;815.1681;1.0000
2023-06-09T13:00:00.0/2023-06-09T14:00:00.0;1002.0942;745.4293;599.2252;146.2041;789.6106;745.4293;599.2252;146.2041;789.6106;1.0000
2023-06-09T14:00:00.0/2023-06-09T15:00:00.0;802.7056;575.4540;450.6887;124.7653;740.4043;574.6233;448.6703;125.9530;736.5768;1.0000
2023-06-09T15:00:00.0/2023-06-09T16:00:00.0;569.7146;380.5582;280.7861;99.7721;646.6205;348.1191;205.2729;142.8462;478.1821;1.0000
2023-06-09T16:00:00.0/2023-06-09T17:00:00.0;319.0019;182.3025;115.6009;66.7016;461.7378;180.8782;112.4698;68.4084;452.1519;1.0000
2023-06-09T17:00:00.0/2023-06-09T18:00:00.0;73.7522;29.2402;11.6118;17.6284;115.7653;29.2402;11.6118;17.6284;115.7653;0.8833
2023-06-09T18:00:00.0/2023-06-09T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-09T19:00:00.0/2023-06-09T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-09T20:00:00.0/2023-06-09T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-09T21:00:00.0/2023-06-09T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-09T22:00:00.0/2023-06-09T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-09T23:00:00.0/2023-06-10T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-10T00:00:00.0/2023-06-10T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-10T01:00:00.0/2023-06-10T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-10T02:00:00.0/2023-06-10T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-10T03:00:00.0/2023-06-10T04:00:00.0;59.8167;23.1534;8.7989;14.3545;96.3610;23.1534;8.7989;14.3545;96.3610;0.6583
2023-06-10T04:00:00.0/2023-06-10T05:00:00.0;299.6003;170.5714;108.8071;61.7644;459.9292;170.5714;108.8071;61.7644;459.9292;0.9750
2023-06-10T05:00:00.0/2023-06-10T06:00:00.0;550.9442;369.5599;277.3624;92.1975;659.9908;369.5599;277.3624;92.1975;659.9908;1.0000
2023-06-10T06:00:00.0/2023-06-10T07:00:00.0;785.8491;566.5408;452.8635;113.6774;759.7134;566.5408;452.8635;113.6774;759.7134;1.0000
2023-06-10T07:00:00.0/2023-06-10T08:00:00.0;988.3129;739.1392;607.7664;131.3729;811.8442;715.4567;550.5157;164.9410;738.1027;1.0000
2023-06-10T08:00:00.0/2023-06-10T09:00:00.0;1144.5441;873.0554;727.5484;145.5070;839.6104;603.2573;184.9826;418.2747;216.8160;1.0000
2023-06-10T09:00:00.0/2023-06-10T10:00:00.0;1243.9012;957.6550;805.4477;152.2073;855.3764;786.8037;462.5271;324.2766;487.2823;1.0000
2023-06-10T10:00:00.0/2023-06-10T11:00:00.0;1279.6198;986.7228;835.2001;151.5228;862.2681;834.9155;389.8360;445.0795;402.6187;1.0000
2023-06-10T11:00:00.0/2023-06-10T12:00:00.0;1249.2719;957.7397;809.9938;147.7459;856.4983;839.6605;458.4726;381.1879;485.2091;1.0000
2023-06-10T12:00:00.0/2023-06-10T13:00:00.0;1154.9330;874.0756;730.9111;143.1644;835.7781;683.9990;246.5572;437.4417;281.6081;1.0000
2023-06-10T13:00:00.0/2023-06-10T14:00:00.0;1003.0396;742.0411;605.1101;136.9310;796.2045;404.2215;75.4284;328.7931;95.9593;1.0000
2023-06-10T14:00:00.0/2023-06-10T15:00:00.0;803.9490;570.8326;445.5320;125.3006;730.1776;373.1102;106.7961;266.3141;183.8898;1.0000
2023-06-10T15:00:00.0/2023-06-10T16:00:00.0;571.2340;374.9849;268.9918;105.9932;616.7481;270.5927;99.6908;170.9019;211.7346;1.0000
2023-06-10T16:00:00.0/2023-06-10T17:00:00.0;320.7559;176.9365;104.0947;72.8418;410.4353;132.4842;42.2519;90.2323;175.2540;1.0000
2023-06-10T17:00:00.0/2023-06-10T18:00:00.0;75.2202;27.9412;9.0331;18.9081;87.0749;27.3170;8.2706;19.0464;81.4801;0.8833
2023-06-10T18:00:00.0/2023-06-10T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-10T19:00:00.0/2023-06-10T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-10T20:00:00.0/2023-06-10T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-10T21:00:00.0/2023-06-10T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-10T22:00:00.0/2023-06-10T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-10T23:00:00.0/2023-06-11T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-11T00:00:00.0/2023-06-11T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-11T01:00:00.0/2023-06-11T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-11T02:00:00.0/2023-06-11T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-11T03:00:00.0/2023-06-11T04:00:00.0;59.9777;22.5960;8.1857;14.4103;89.3475;22.5960;8.1857;14.4103;89.3475;0.6583
2023-06-11T04:00:00.0/2023-06-11T05:00:00.0;299.6426;167.7885;104.5056;63.2829;440.6487;167.7885;104.5056;63.2829;440.6487;0.9750
2023-06-11T05:00:00.0/2023-06-11T06:00:00.0;550.8101;366.1259;271.4492;94.6767;645.6005;366.1259;271.4492;94.6767;645.6005;1.0000
2023-06-11T06:00:00.0/2023-06-11T07:00:00.0;785.6088;564.0400;449.9096;114.1303;754.5136;564.0400;449.9096;114.1303;754.5136;1.0000
2023-06-11T07:00:00.0/2023-06-11T08:00:00.0;988.0436;738.7734;612.1670;126.6064;817.6044;738.7734;612.1670;126.6064;817.6044;1.0000
2023-06-11T08:00:00.0/2023-06-11T09:00:00.0;1144.3245;875.1343;740.6973;134.4370;854.6668;875.1343;740.6973;134.4370;854.6668;1.0000
2023-06-11T09:00:00.0/2023-06-11T10:00:00.0;1243.8065;962.0964;822.7523;139.3441;873.6260;962.0964;822.7523;139.3441;873.6260;1.0000
2023-06-11T10:00:00.0/2023-06-11T11:00:00.0;1279.7156;992.8762;850.9565;141.9196;878.2635;992.8762;850.9565;141.9196;878.2635;1.0000
2023-06-11T11:00:00.0/2023-06-11T12:00:00.0;1249.6108;965.1991;823.6384;141.5606;870.4789;965.1991;823.6384;141.5606;870.4789;1.0000
2023-06-11T12:00:00.0/2023-06-11T13:00:00.0;1155.5505;883.3299;748.9144;134.4155;855.8433;883.3299;748.9144;134.4155;855.8433;1.0000
2023-06-11T13:00:00.0/2023-06-11T14:00:00.0;1003.9512;753.7110;633.0146;120.6964;832.2688;753.7110;633.0146;120.6964;832.2688;1.0000
2023-06-11T14:00:00.0/2023-06-11T15:00:00.0;805.1500;584.7011;480.5515;104.1496;786.9047;584.7011;480.5515;104.1496;786.9047;1.0000
2023-06-11T15:00:00.0/2023-06-11T16:00:00.0;572.6993;389.5604;303.7476;85.8128;695.9135;389.5604;303.7476;85.8128;695.9135;1.0000
2023-06-11T16:00:00.0/2023-06-11T17:00:00.0;322.4419;189.2729;128.7294;60.5436;510.1377;180.0398;115.5916;64.4482;433.8112;1.0000
2023-06-11T17:00:00.0/2023-06-11T18:00:00.0;76.6873;31.4797;14.0629;17.4168;138.5472;29.3932;11.3754;18.0178;119.0111;0.8750
2023-06-11T18:00:00.0/2023-06-11T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-11T19:00:00.0/2023-06-11T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-11T20:00:00.0/2023-06-11T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-11T21:00:00.0/2023-06-11T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-11T22:00:00.0/2023-06-11T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-11T23:00:00.0/2023-06-12T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-12T00:00:00.0/2023-06-12T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-12T01:00:00.0/2023-06-12T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-12T02:00:00.0/2023-06-12T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-12T03:00:00.0/2023-06-12T04:00:00.0;60.0970;22.4316;8.2416;14.1900;90.2391;22.4316;8.2416;14.1900;90.2391;0.6500
2023-06-12T04:00:00.0/2023-06-12T05:00:00.0;299.5853;166.1897;103.2434;62.9463;435.5651;166.1897;103.2434;62.9463;435.5651;0.9750
2023-06-12T05:00:00.0/2023-06-12T06:00:00.0;550.5913;363.0245;267.4481;95.5764;636.2054;359.2333;261.1110;98.1223;622.1080;1.0000
2023-06-12T06:00:00.0/2023-06-12T07:00:00.0;785.2988;559.8104;442.6614;117.1489;742.5205;547.5649;416.2107;131.3542;700.4179;1.0000
2023-06-12T07:00:00.0/2023-06-12T08:00:00.0;987.7186;733.5823;601.1968;132.3856;803.0564;704.8986;512.4105;192.4880;679.5139;1.0000
2023-06-12T08:00:00.0/2023-06-12T09:00:00.0;1144.0613;869.2017;726.1660;143.0357;837.9173;869.2017;726.1660;143.0357;837.9173;1.0000
2023-06-12T09:00:00.0/2023-06-12T10:00:00.0;1243.6772;955.5286;804.4177;151.1110;854.0683;955.5286;804.4177;151.1110;854.0683;1.0000
2023-06-12T10:00:00.0/2023-06-12T11:00:00.0;1279.7830;985.6342;828.5731;157.0610;854.9245;985.6342;828.5731;157.0610;854.9245;1.0000
2023-06-12T11:00:00.0/2023-06-12T12:00:00.0;1249.9233;957.4319;797.7520;159.6799;842.6974;957.4319;797.7520;159.6799;842.6974;1.0000
2023-06-12T12:00:00.0/2023-06-12T13:00:00.0;1156.1394;875.0205;721.4058;153.6147;823.7635;849.9830;647.8499;202.1330;736.0355;1.0000
2023-06-12T13:00:00.0/2023-06-12T14:00:00.0;1004.8286;744.9078;605.9921;138.9157;795.7698;737.4482;584.1269;153.3213;769.0490;1.0000
2023-06-12T14:00:00.0/2023-06-12T15:00:00.0;806.3076;575.7164;455.4207;120.2957;744.2853;570.0503;438.2524;131.7979;716.8014;1.0000
2023-06-12T15:00:00.0/2023-06-12T16:00:00.0;574.1091;381.1632;282.8260;98.3372;645.6560;381.1632;282.8260;98.3372;645.6560;1.0000
2023-06-12T16:00:00.0/2023-06-12T17:00:00.0;324.0584;183.1467;115.6943;67.4524;454.3746;183.1467;115.6943;67.4524;454.3746;1.0000
2023-06-12T17:00:00.0/2023-06-12T18:00:00.0;78.0596;30.3651;11.8547;18.5104;114.4986;30.3651;11.8547;18.5104;114.4986;0.8750
2023-06-12T18:00:00.0/2023-06-12T19:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-12T19:00:00.0/2023-06-12T20:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-12T20:00:00.0/2023-06-12T21:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-12T21:00:00.0/2023-06-12T22:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2023-06-12T22:00:00.0/2023-06-12T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
